Descargas realizadas el 10/07/2023 22:25:12 de Gestión Embase
__________________________________________________________________________
 
02/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
03/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
04/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
05/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
06/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
07/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
08/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
09/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
10/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
11/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
12/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
13/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
14/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
15/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
16/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,02;	0,49;
17/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,05;	1,23;
18/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,25;	6,57;
19/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,25;	6,57;
