FECHA,63,67,28,52,45,42,40,31,33,32,30,12,13,44,10,15,27,29,24,22,26,20,58,55,54,57,50,43,17,23,65,21,61,64,68,66,62,60,53,51,41,14,11,16,19,18,56
01/18/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/19/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.2,0,3.2,0,0,0,0.2,0,0,0,0.6,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
01/20/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,9.9,1.2,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2.8,0,0,0,0
01/21/2023 7:00,0.8,1,0,13.2,0,0,0,0,0,0,0.1,4.4,24.6,0,0.1,42.8,0.4,0,3.4,13.6,0.4,24.6,18.5,17,11.6,12.4,1.6,0.4,21.6,8.9,3.7,15.8,1.1,1,0.8,0.8,1.8,0.2,4.8,2.5,0,22.2,0.1,38.4,21.8,24.3,5.3
01/22/2023 7:00,0,0.1,0,13.6,0,0,0,11.1,0,1,1.6,13.3,16.6,0.1,1.8,7.5,0,0,0,1.8,0,0,0,0.2,1,0,1.3,0,4.1,0,0,0.9,0,0,0,0.1,0,0,12.2,18,0,0.7,2,0.5,0,0,0
01/23/2023 7:00,4,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2.1,3.6,0.7,0,0,0,0,0.3,0,0,0,3.4,2.1,0.4,0.9,7.4,1.1,5.8,2.2,1.3,0,0.1,0,0,0,0,0.1,0,0.1
01/24/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/25/2023 7:00,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,1.1,0,0,0,0,0,0,0,0,0,0,0
01/26/2023 7:00,0,0,0,11.1,0,0,0,0,0,0,0,1.3,3.8,0.3,1.7,6.7,0,0,0.2,0.4,0,2.8,0.3,1.7,3.1,1.2,2.4,1,0.6,1.4,0.8,1,3.4,0,0,0,0.5,0.4,1.3,3.2,0.3,7.9,3.3,0.5,0.8,1,3
01/27/2023 7:00,0,0,0,17.9,0.1,0.1,0,0,0,0,0,5,8.3,1.4,4.2,4.6,0,0,2.2,1.7,0,5.2,0,0.1,6,0.2,2.8,2.4,1.3,6.8,0.7,3.1,2.2,0,0,0.1,0.4,1.4,12.4,11,0.3,0.9,0.7,0.5,0.1,0,2.6
01/28/2023 7:00,0,0,0,1.1,3.3,0,0,0.1,2.8,0.3,0,0.8,3.6,3.6,0.5,2.3,0,0,7,19.4,0,31.3,8.1,0.1,1.1,4.3,0.5,2.4,0.6,17.2,2.1,26,0,0,0,0,0,0.1,0,0.4,0,8.4,0.2,1.8,28.9,13.7,1.5
01/29/2023 7:00,0,0,0,0.7,3.9,10.3,20,10,3.5,1,0.6,5.4,0.9,5.8,4.5,0,0,0,0,0,0,0,0,0,1.4,0,4.6,15.4,0,0,0,0,0,0,0,0,0,0,0.2,3.1,19.2,0.2,3.1,0,0,0,2
01/30/2023 7:00,0,0,0,0,0.2,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/31/2023 7:00,0,0,0,0,6.2,0,0,0.3,8.3,0.5,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
02/01/2023 7:00,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
02/02/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,1.4,2.4,0,2,0,0,0,0,0,0,1.1,1.8,0.7,0,0.2,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.7,17,1.2,12.1,0.2
02/03/2023 7:00,0.4,2.8,15.1,28.7,13.1,5.1,26.9,27.3,22.6,10.1,37.4,4,26.8,10.5,4.4,30.2,9.5,31.5,0.9,0,7.4,9,7.9,15.7,13.7,3.9,4.7,3.8,27.7,4.4,1.8,7.1,0.4,0,4.4,0,0,4.7,15.5,26.2,13.6,8.7,2.2,15.1,4.2,12.8,3.4
02/04/2023 7:00,0.5,2,0.1,0.6,9.9,6.3,9.7,7.9,11.8,23.8,1.5,0.2,0.7,4,0.2,0,0.2,0.5,0.3,0.7,2.7,0,0,1.7,0.7,0,0.2,2.3,0.8,0,1.1,0.1,0.1,1.5,2.2,2.4,0.6,1.2,0.6,0.9,5.7,0.4,0,0,0,1.6,2.6
02/05/2023 7:00,0,2.4,0,3.9,0,0.2,9.8,7.4,9.8,5.7,0,0,1.6,0,0,1.7,2.1,0,0,0.1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0.1,0,0,0,0,0,0,0
02/06/2023 7:00,0,0,0,0.5,2,0.1,0,0.1,0,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0
02/07/2023 7:00,0,0,0,0.5,2,0.1,0,0.1,0,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0
