estacion,ancho_ventana,pentada_fin,parametro,valor
119,24,38,beta,521.5123130345821
119,24,38,prob.0,0
119,24,38,prob.media.0,0
119,24,39,alpha,2.2758278952765214
119,24,39,beta,519.8164073503918
119,24,39,prob.0,0
119,24,39,prob.media.0,0
119,24,40,alpha,2.345835865145929
119,24,40,beta,518.7119127841329
119,24,40,prob.0,0
119,24,40,prob.media.0,0
119,24,41,alpha,2.543061162260162
119,24,41,beta,499.5960385905273
119,24,41,prob.0,0
119,24,41,prob.media.0,0
119,24,42,alpha,2.6908554744203244
119,24,42,beta,481.30292557949184
119,24,42,prob.0,0
119,24,42,prob.media.0,0
119,24,43,alpha,2.6664238373251066
119,24,43,beta,486.9981408143499
119,24,43,prob.0,0
119,24,43,prob.media.0,0
119,24,44,alpha,2.8338308988379097
119,24,44,beta,461.7987381241177
119,24,44,prob.0,0
119,24,44,prob.media.0,0
119,24,45,alpha,3.606212593578619
119,24,45,beta,366.7539179509847
119,24,45,prob.0,0
119,24,45,prob.media.0,0
119,24,46,alpha,3.948679976559678
119,24,46,beta,337.19165383036466
119,24,46,prob.0,0
119,24,46,prob.media.0,0
119,24,47,alpha,4.170916721153928
119,24,47,beta,320.2406732407148
119,24,47,prob.0,0
119,24,47,prob.media.0,0
119,24,48,alpha,4.342374889746168
119,24,48,beta,325.8685752417081
119,24,48,prob.0,0
119,24,48,prob.media.0,0
119,24,49,alpha,4.3098484809998
119,24,49,beta,328.1862453468059
119,24,49,prob.0,0
119,24,49,prob.media.0,0
119,24,50,alpha,4.168430288144491
119,24,50,beta,339.86783160853224
119,24,50,prob.0,0
119,24,50,prob.media.0,0
119,24,51,alpha,4.152292833546033
119,24,51,beta,347.1398966866517
119,24,51,prob.0,0
119,24,51,prob.media.0,0
119,24,52,alpha,4.274942373691552
119,24,52,beta,342.75055596205266
119,24,52,prob.0,0
119,24,52,prob.media.0,0
119,24,53,alpha,4.461418447005204
119,24,53,beta,327.8457446300878
119,24,53,prob.0,0
119,24,53,prob.media.0,0
119,24,54,alpha,4.304942997046801
119,24,54,beta,340.2102612994023
119,24,54,prob.0,0
119,24,54,prob.media.0,0
119,24,55,alpha,4.242997825359799
119,24,55,beta,338.7839324001985
119,24,55,prob.0,0
119,24,55,prob.media.0,0
119,24,56,alpha,3.9911544912706005
119,24,56,beta,357.94323423880303
119,24,56,prob.0,0
119,24,56,prob.media.0,0
119,24,57,alpha,3.900464545899041
119,24,57,beta,366.37013262289577
119,24,57,prob.0,0
119,24,57,prob.media.0,0
119,24,58,alpha,4.155796563245102
119,24,58,beta,342.4736097766589
119,24,58,prob.0,0
119,24,58,prob.media.0,0
119,24,59,alpha,4.000990502105115
119,24,59,beta,351.81570451884176
119,24,59,prob.0,0
119,24,59,prob.media.0,0
119,24,60,alpha,4.0070909824142396
119,24,60,beta,347.27773862475465
119,24,60,prob.0,0
119,24,60,prob.media.0,0
119,24,61,alpha,4.03946856560708
119,24,61,beta,340.25617185655165
119,24,61,prob.0,0
119,24,61,prob.media.0,0
119,24,62,alpha,3.8905820933368878
119,24,62,beta,350.1892278653679
119,24,62,prob.0,0
119,24,62,prob.media.0,0
119,24,63,alpha,3.8669388491347467
119,24,63,beta,347.06756464505077
119,24,63,prob.0,0
119,24,63,prob.media.0,0
119,24,64,alpha,4.000074594855496
119,24,64,beta,333.0142302012881
119,24,64,prob.0,0
119,24,64,prob.media.0,0
119,24,65,alpha,3.682382877177742
119,24,65,beta,350.67442346453777
119,24,65,prob.0,0
119,24,65,prob.media.0,0
119,24,66,alpha,3.3637587367713087
119,24,66,beta,370.4004899513446
119,24,66,prob.0,0
119,24,66,prob.media.0,0
119,24,67,alpha,3.3013106170222337
119,24,67,beta,379.8044044241027
119,24,67,prob.0,0
119,24,67,prob.media.0,0
119,24,68,alpha,3.3389075714556156
119,24,68,beta,370.91693317551585
119,24,68,prob.0,0
119,24,68,prob.media.0,0
119,24,69,alpha,3.272332570803842
119,24,69,beta,368.35399137879244
119,24,69,prob.0,0
119,24,69,prob.media.0,0
119,24,70,alpha,3.2436671026488293
119,24,70,beta,359.1107103019743
119,24,70,prob.0,0
119,24,70,prob.media.0,0
119,24,71,alpha,3.0939817936611655
119,24,71,beta,365.1838984885477
119,24,71,prob.0,0
119,24,71,prob.media.0,0
119,24,72,alpha,3.0424575513248677
119,24,72,beta,346.0131213970549
119,24,72,prob.0,0
119,24,72,prob.media.0,0
119,36,1,alpha,4.571708800307977
119,36,1,beta,385.30128010989455
119,36,1,prob.0,0
119,36,1,prob.media.0,0
119,36,2,alpha,4.341977146104496
119,36,2,beta,401.5476994050065
119,36,2,prob.0,0
119,36,2,prob.media.0,0
119,36,3,alpha,4.247547222842406
119,36,3,beta,404.1508091947818
119,36,3,prob.0,0
119,36,3,prob.media.0,0
119,36,4,alpha,4.203437087418006
119,36,4,beta,394.3627944184609
119,36,4,prob.0,0
119,36,4,prob.media.0,0
119,36,5,alpha,4.0216892119753105
119,36,5,beta,397.3965492248821
119,36,5,prob.0,0
119,36,5,prob.media.0,0
119,36,6,alpha,3.7923478029393305
119,36,6,beta,407.99667949449605
119,36,6,prob.0,0
119,36,6,prob.media.0,0
119,36,7,alpha,3.885346682248553
119,36,7,beta,399.05338461394587
119,36,7,prob.0,0
119,36,7,prob.media.0,0
119,36,8,alpha,3.8392343558376436
119,36,8,beta,398.3533927022287
119,36,8,prob.0,0
119,36,8,prob.media.0,0
119,36,9,alpha,3.9517516659807477
119,36,9,beta,382.8091994711192
119,36,9,prob.0,0
119,36,9,prob.media.0,0
119,36,10,alpha,3.9368136886767022
119,36,10,beta,372.25696262951254
119,36,10,prob.0,0
119,36,10,prob.media.0,0
119,36,11,alpha,3.7964646609749564
119,36,11,beta,377.2477010337709
119,36,11,prob.0,0
119,36,11,prob.media.0,0
119,36,12,alpha,3.4552001442170424
119,36,12,beta,391.9589406425489
119,36,12,prob.0,0
119,36,12,prob.media.0,0
119,36,13,alpha,3.4476028787690582
119,36,13,beta,392.30853580874157
119,36,13,prob.0,0
119,36,13,prob.media.0,0
119,36,14,alpha,3.30682824698851
119,36,14,beta,406.4904400793144
119,36,14,prob.0,0
119,36,14,prob.media.0,0
119,36,15,alpha,3.3286817329956344
119,36,15,beta,391.96642944423274
119,36,15,prob.0,0
119,36,15,prob.media.0,0
119,36,16,alpha,3.3181288641474507
119,36,16,beta,376.17553895588276
119,36,16,prob.0,0
119,36,16,prob.media.0,0
119,36,17,alpha,3.2538786387675134
119,36,17,beta,372.5563625925737
119,36,17,prob.0,0
119,36,17,prob.media.0,0
119,36,18,alpha,3.4595302732067488
119,36,18,beta,350.2702649733471
119,36,18,prob.0,0
119,36,18,prob.media.0,0
119,36,19,alpha,3.3430563086458607
119,36,19,beta,368.97498078176665
119,36,19,prob.0,0
119,36,19,prob.media.0,0
119,36,20,alpha,3.2158453297074594
119,36,20,beta,381.83057491299587
119,36,20,prob.0,0
119,36,20,prob.media.0,0
119,36,21,alpha,3.197357963617428
119,36,21,beta,383.12296472090475
119,36,21,prob.0,0
119,36,21,prob.media.0,0
119,36,22,alpha,3.345636808853316
119,36,22,beta,362.22535553126636
119,36,22,prob.0,0
119,36,22,prob.media.0,0
119,36,23,alpha,3.1840850174343407
119,36,23,beta,381.0298226677994
119,36,23,prob.0,0
119,36,23,prob.media.0,0
119,36,24,alpha,3.1528751835631277
119,36,24,beta,373.99041422938365
119,36,24,prob.0,0
119,36,24,prob.media.0,0
119,36,25,alpha,3.0492117594432133
119,36,25,beta,386.3430447910523
119,36,25,prob.0,0
119,36,25,prob.media.0,0
119,36,26,alpha,2.95584205171395
119,36,26,beta,409.18547319923914
119,36,26,prob.0,0
119,36,26,prob.media.0,0
119,36,27,alpha,2.9854023809846257
119,36,27,beta,407.6522653725807
119,36,27,prob.0,0
119,36,27,prob.media.0,0
119,36,28,alpha,2.9297262794432326
119,36,28,beta,419.75008283967486
119,36,28,prob.0,0
119,36,28,prob.media.0,0
119,36,29,alpha,2.8851693573768697
119,36,29,beta,428.30902039227385
119,36,29,prob.0,0
119,36,29,prob.media.0,0
119,36,30,alpha,2.8257327959901866
119,36,30,beta,445.0709845277937
119,36,30,prob.0,0
119,36,30,prob.media.0,0
119,36,31,alpha,2.5191422446797764
119,36,31,beta,488.3016817385277
119,36,31,prob.0,0
119,36,31,prob.media.0,0
119,36,32,alpha,2.355609794953927
119,36,32,beta,533.5494847735848
119,36,32,prob.0,0
119,36,32,prob.media.0,0
119,36,33,alpha,2.3474632602262804
119,36,33,beta,550.8578474455423
119,36,33,prob.0,0
119,36,33,prob.media.0,0
119,36,34,alpha,2.4021401079111055
119,36,34,beta,560.7013678011579
119,36,34,prob.0,0
119,36,34,prob.media.0,0
119,36,35,alpha,2.454605870261066
119,36,35,beta,565.5883414412494
119,36,35,prob.0,0
119,36,35,prob.media.0,0
119,36,36,alpha,2.480097045329919
119,36,36,beta,588.3676277627542
119,36,36,prob.0,0
119,36,36,prob.media.0,0
119,36,37,alpha,2.4446455561607565
119,36,37,beta,603.3384117225537
119,36,37,prob.0,0
119,36,37,prob.media.0,0
119,36,38,alpha,2.4243020687937467
119,36,38,beta,616.0625858119047
119,36,38,prob.0,0
119,36,38,prob.media.0,0
119,36,39,alpha,2.4835352687840686
119,36,39,beta,613.4030247984424
119,36,39,prob.0,0
119,36,39,prob.media.0,0
119,36,40,alpha,2.511676068617489
119,36,40,beta,622.8552537348778
119,36,40,prob.0,0
119,36,40,prob.media.0,0
119,36,41,alpha,2.6672264582646856
119,36,41,beta,609.5331270066129
119,36,41,prob.0,0
119,36,41,prob.media.0,0
119,36,42,alpha,2.7911066892535823
119,36,42,beta,602.2976231359646
119,36,42,prob.0,0
119,36,42,prob.media.0,0
119,36,43,alpha,2.767189765125271
119,36,43,beta,610.6856161692217
119,36,43,prob.0,0
119,36,43,prob.media.0,0
119,36,44,alpha,2.8526201273467264
119,36,44,beta,597.7261318538326
119,36,44,prob.0,0
119,36,44,prob.media.0,0
119,36,45,alpha,3.427240757092097
119,36,45,beta,502.93434743300156
119,36,45,prob.0,0
119,36,45,prob.media.0,0
119,36,46,alpha,3.6554701439379174
119,36,46,beta,482.5765458065713
119,36,46,prob.0,0
119,36,46,prob.media.0,0
119,36,47,alpha,4.022730638538215
119,36,47,beta,445.1997669927722
119,36,47,prob.0,0
119,36,47,prob.media.0,0
119,36,48,alpha,4.435160588532031
119,36,48,beta,422.73927233064387
119,36,48,prob.0,0
119,36,48,prob.media.0,0
119,36,49,alpha,4.403412024143748
119,36,49,beta,426.1835571734428
119,36,49,prob.0,0
119,36,49,prob.media.0,0
119,36,50,alpha,4.366668259353888
119,36,50,beta,432.2569756865634
119,36,50,prob.0,0
119,36,50,prob.media.0,0
119,36,51,alpha,4.362732043911142
119,36,51,beta,441.55628576909777
119,36,51,prob.0,0
119,36,51,prob.media.0,0
119,36,52,alpha,4.379216245454339
119,36,52,beta,452.8747598295896
119,36,52,prob.0,0
119,36,52,prob.media.0,0
119,36,53,alpha,4.4317027405086495
119,36,53,beta,451.7019268889545
119,36,53,prob.0,0
119,36,53,prob.media.0,0
119,36,54,alpha,4.491058875960078
119,36,54,beta,446.1132357124968
119,36,54,prob.0,0
119,36,54,prob.media.0,0
119,36,55,alpha,4.327938860820606
119,36,55,beta,454.8796229354149
119,36,55,prob.0,0
119,36,55,prob.media.0,0
119,36,56,alpha,4.316592139718713
119,36,56,beta,457.6417751850472
119,36,56,prob.0,0
119,36,56,prob.media.0,0
119,36,57,alpha,4.309169937824416
119,36,57,beta,462.55271832449534
119,36,57,prob.0,0
119,36,57,prob.media.0,0
119,36,58,alpha,4.433884653075376
119,36,58,beta,453.80994086954775
119,36,58,prob.0,0
119,36,58,prob.media.0,0
119,36,59,alpha,4.2609509724740615
119,36,59,beta,472.4696748522532
119,36,59,prob.0,0
119,36,59,prob.media.0,0
119,36,60,alpha,4.159585912876776
119,36,60,beta,491.71476266715143
119,36,60,prob.0,0
119,36,60,prob.media.0,0
119,36,61,alpha,4.126288557205732
119,36,61,beta,496.53067433571044
119,36,61,prob.0,0
119,36,61,prob.media.0,0
119,36,62,alpha,4.006120030914549
119,36,62,beta,507.8252942053206
119,36,62,prob.0,0
119,36,62,prob.media.0,0
119,36,63,alpha,4.147852732000799
119,36,63,beta,489.13456162439934
119,36,63,prob.0,0
119,36,63,prob.media.0,0
119,36,64,alpha,4.328851017262375
119,36,64,beta,466.80300651514943
119,36,64,prob.0,0
119,36,64,prob.media.0,0
119,36,65,alpha,4.3119397930709
119,36,65,beta,466.34199202912185
119,36,65,prob.0,0
119,36,65,prob.media.0,0
119,36,66,alpha,4.231286534080311
119,36,66,beta,470.1401128498891
119,36,66,prob.0,0
119,36,66,prob.media.0,0
119,36,67,alpha,4.17071807664991
119,36,67,beta,478.36235250964694
119,36,67,prob.0,0
119,36,67,prob.media.0,0
119,36,68,alpha,4.127194379378108
119,36,68,beta,478.5485776372412
119,36,68,prob.0,0
119,36,68,prob.media.0,0
119,36,69,alpha,4.205038344755163
119,36,69,beta,460.83569653007635
119,36,69,prob.0,0
119,36,69,prob.media.0,0
119,36,70,alpha,4.504659179893357
119,36,70,beta,419.10877644279736
119,36,70,prob.0,0
119,36,70,prob.media.0,0
119,36,71,alpha,4.437637960387285
119,36,71,beta,415.56233845119425
119,36,71,prob.0,0
119,36,71,prob.media.0,0
119,36,72,alpha,4.549249002321544
119,36,72,beta,394.7477061860783
119,36,72,prob.0,0
119,36,72,prob.media.0,0
119,54,1,alpha,4.746885662667477
119,54,1,beta,560.3507752914759
119,54,1,prob.0,0
119,54,1,prob.media.0,0
119,54,2,alpha,4.6645396424456
119,54,2,beta,566.6288570108777
119,54,2,prob.0,0
119,54,2,prob.media.0,0
119,54,3,alpha,4.768129875189177
119,54,3,beta,551.6322788889076
119,54,3,prob.0,0
119,54,3,prob.media.0,0
119,54,4,alpha,4.684015460123275
119,54,4,beta,551.3928492630112
119,54,4,prob.0,0
119,54,4,prob.media.0,0
119,54,5,alpha,4.609793554463503
119,54,5,beta,551.8390211444824
119,54,5,prob.0,0
119,54,5,prob.media.0,0
119,54,6,alpha,4.537539381485416
119,54,6,beta,559.0278841599513
119,54,6,prob.0,0
119,54,6,prob.media.0,0
119,54,7,alpha,4.591321897451584
119,54,7,beta,552.32949488574
119,54,7,prob.0,0
119,54,7,prob.media.0,0
119,54,8,alpha,4.504398905441332
119,54,8,beta,558.2778609199755
119,54,8,prob.0,0
119,54,8,prob.media.0,0
119,54,9,alpha,4.881158489536265
119,54,9,beta,514.4563923518647
119,54,9,prob.0,0
119,54,9,prob.media.0,0
119,54,10,alpha,5.095080714823655
119,54,10,beta,484.4739792071159
119,54,10,prob.0,0
119,54,10,prob.media.0,0
119,54,11,alpha,5.161633945486344
119,54,11,beta,475.05645734690734
119,54,11,prob.0,0
119,54,11,prob.media.0,0
119,54,12,alpha,5.029931050686086
119,54,12,beta,481.4503946252365
119,54,12,prob.0,0
119,54,12,prob.media.0,0
119,54,13,alpha,5.009868632401527
119,54,13,beta,481.97507713784495
119,54,13,prob.0,0
119,54,13,prob.media.0,0
119,54,14,alpha,4.895637869253203
119,54,14,beta,488.8238663232387
119,54,14,prob.0,0
119,54,14,prob.media.0,0
119,54,15,alpha,4.995277055805937
119,54,15,beta,475.46071222212356
119,54,15,prob.0,0
119,54,15,prob.media.0,0
119,54,16,alpha,4.991323430687858
119,54,16,beta,469.1788948671215
119,54,16,prob.0,0
119,54,16,prob.media.0,0
119,54,17,alpha,4.951372139907042
119,54,17,beta,462.26783678512004
119,54,17,prob.0,0
119,54,17,prob.media.0,0
119,54,18,alpha,5.03698349672206
119,54,18,beta,448.9220222987028
119,54,18,prob.0,0
119,54,18,prob.media.0,0
119,54,19,alpha,5.0380804564107695
119,54,19,beta,449.7124371846502
119,54,19,prob.0,0
119,54,19,prob.media.0,0
119,54,20,alpha,4.968443412933537
119,54,20,beta,453.51508094196714
119,54,20,prob.0,0
119,54,20,prob.media.0,0
119,54,21,alpha,5.221628263767725
119,54,21,beta,435.4902755477989
119,54,21,prob.0,0
119,54,21,prob.media.0,0
119,54,22,alpha,5.454077195339812
119,54,22,beta,415.55653907548276
119,54,22,prob.0,0
119,54,22,prob.media.0,0
119,54,23,alpha,5.390636691512749
119,54,23,beta,415.9985737254438
119,54,23,prob.0,0
119,54,23,prob.media.0,0
119,54,24,alpha,5.115785423901601
119,54,24,beta,429.41767394474914
119,54,24,prob.0,0
119,54,24,prob.media.0,0
119,54,25,alpha,4.983807873147387
119,54,25,beta,440.7858936726701
119,54,25,prob.0,0
119,54,25,prob.media.0,0
119,54,26,alpha,4.975267892389567
119,54,26,beta,440.81224638558626
119,54,26,prob.0,0
119,54,26,prob.media.0,0
119,54,27,alpha,5.024612898631757
119,54,27,beta,434.56657310518494
119,54,27,prob.0,0
119,54,27,prob.media.0,0
119,54,28,alpha,5.269053094424642
119,54,28,beta,415.4784343152679
119,54,28,prob.0,0
119,54,28,prob.media.0,0
119,54,29,alpha,5.093237280675964
119,54,29,beta,426.05249338390115
119,54,29,prob.0,0
119,54,29,prob.media.0,0
119,54,30,alpha,4.853198639249275
119,54,30,beta,438.90145783614827
119,54,30,prob.0,0
119,54,30,prob.media.0,0
119,54,31,alpha,4.798742626894726
119,54,31,beta,446.8772944401089
119,54,31,prob.0,0
119,54,31,prob.media.0,0
119,54,32,alpha,4.698442384705352
119,54,32,beta,460.83402703662654
119,54,32,prob.0,0
119,54,32,prob.media.0,0
119,54,33,alpha,4.504355077940618
119,54,33,beta,478.3972801412176
119,54,33,prob.0,0
119,54,33,prob.media.0,0
119,54,34,alpha,4.347252737704093
119,54,34,beta,492.12795878916813
119,54,34,prob.0,0
119,54,34,prob.media.0,0
119,54,35,alpha,4.208443667354972
119,54,35,beta,511.3042615863754
119,54,35,prob.0,0
119,54,35,prob.media.0,0
119,54,36,alpha,4.427514897249157
119,54,36,beta,490.50631401477176
119,54,36,prob.0,0
119,54,36,prob.media.0,0
119,54,37,alpha,4.248608036061935
119,54,37,beta,516.2472646045735
119,54,37,prob.0,0
119,54,37,prob.media.0,0
119,54,38,alpha,4.000876488571355
119,54,38,beta,548.8649532792289
119,54,38,prob.0,0
119,54,38,prob.media.0,0
119,54,39,alpha,3.860084334569237
119,54,39,beta,572.4649084435396
119,54,39,prob.0,0
119,54,39,prob.media.0,0
119,54,40,alpha,3.78453143229195
119,54,40,beta,583.6632087161047
119,54,40,prob.0,0
119,54,40,prob.media.0,0
119,54,41,alpha,3.885377756344898
119,54,41,beta,575.3773938510665
119,54,41,prob.0,0
119,54,41,prob.media.0,0
119,54,42,alpha,3.910337987592257
119,54,42,beta,575.2793582143261
119,54,42,prob.0,0
119,54,42,prob.media.0,0
119,54,43,alpha,3.740519834357346
119,54,43,beta,603.0687850231395
119,54,43,prob.0,0
119,54,43,prob.media.0,0
119,54,44,alpha,3.580913881804757
119,54,44,beta,632.2083026789173
119,54,44,prob.0,0
119,54,44,prob.media.0,0
119,54,45,alpha,3.79366006004827
119,54,45,beta,601.9649913552294
119,54,45,prob.0,0
119,54,45,prob.media.0,0
119,54,46,alpha,3.8966400154648295
119,54,46,beta,587.8205894258463
119,54,46,prob.0,0
119,54,46,prob.media.0,0
119,54,47,alpha,4.10276680320947
119,54,47,beta,562.4444032435777
119,54,47,prob.0,0
119,54,47,prob.media.0,0
119,54,48,alpha,4.422352162426752
119,54,48,beta,539.4990738038864
119,54,48,prob.0,0
119,54,48,prob.media.0,0
119,54,49,alpha,4.308197725652016
119,54,49,beta,544.9873122118212
119,54,49,prob.0,0
119,54,49,prob.media.0,0
119,54,50,alpha,4.094013691271538
119,54,50,beta,579.4951943157636
119,54,50,prob.0,0
119,54,50,prob.media.0,0
119,54,51,alpha,4.05171946668453
119,54,51,beta,597.2450954368178
119,54,51,prob.0,0
119,54,51,prob.media.0,0
119,54,52,alpha,4.056952727807266
119,54,52,beta,611.6741639738154
119,54,52,prob.0,0
119,54,52,prob.media.0,0
119,54,53,alpha,4.1057985625444555
119,54,53,beta,608.5552467180091
119,54,53,prob.0,0
119,54,53,prob.media.0,0
119,54,54,alpha,4.2707953755445605
119,54,54,beta,595.41731932622
119,54,54,prob.0,0
119,54,54,prob.media.0,0
119,54,55,alpha,4.239813075880002
119,54,55,beta,598.9526309440366
119,54,55,prob.0,0
119,54,55,prob.media.0,0
119,54,56,alpha,4.180783201595878
119,54,56,beta,611.4948665425433
119,54,56,prob.0,0
119,54,56,prob.media.0,0
119,54,57,alpha,4.158957911928053
119,54,57,beta,621.8118763915606
119,54,57,prob.0,0
119,54,57,prob.media.0,0
119,54,58,alpha,4.254504318760245
119,54,58,beta,619.6702688720379
119,54,58,prob.0,0
119,54,58,prob.media.0,0
119,54,59,alpha,4.277255363124399
119,54,59,beta,625.3936441366263
119,54,59,prob.0,0
119,54,59,prob.media.0,0
119,54,60,alpha,4.307855014720194
119,54,60,beta,630.159222140333
119,54,60,prob.0,0
119,54,60,prob.media.0,0
119,54,61,alpha,4.276279903286415
119,54,61,beta,635.7227558418707
119,54,61,prob.0,0
119,54,61,prob.media.0,0
119,54,62,alpha,4.288437444195969
119,54,62,beta,634.2891110963635
119,54,62,prob.0,0
119,54,62,prob.media.0,0
119,54,63,alpha,4.404524083069784
119,54,63,beta,617.1312645508062
119,54,63,prob.0,0
119,54,63,prob.media.0,0
119,54,64,alpha,4.4389090027416565
119,54,64,beta,619.3619769419777
119,54,64,prob.0,0
119,54,64,prob.media.0,0
119,54,65,alpha,4.470065365310631
119,54,65,beta,616.0577313244925
119,54,65,prob.0,0
119,54,65,prob.media.0,0
119,54,66,alpha,4.420379690116328
119,54,66,beta,624.548777083591
119,54,66,prob.0,0
119,54,66,prob.media.0,0
119,54,67,alpha,4.224559334279804
119,54,67,beta,647.2678543581792
119,54,67,prob.0,0
119,54,67,prob.media.0,0
119,54,68,alpha,4.228162215293074
119,54,68,beta,645.0364819068341
119,54,68,prob.0,0
119,54,68,prob.media.0,0
119,54,69,alpha,4.295305329677075
119,54,69,beta,633.4846794613162
119,54,69,prob.0,0
119,54,69,prob.media.0,0
119,54,70,alpha,4.5213339256954805
119,54,70,beta,601.3218327146757
119,54,70,prob.0,0
119,54,70,prob.media.0,0
119,54,71,alpha,4.540154062078681
119,54,71,beta,599.2363941245093
119,54,71,prob.0,0
119,54,71,prob.media.0,0
119,54,72,alpha,4.645397269136399
119,54,72,beta,580.6658121525224
119,54,72,prob.0,0
119,54,72,prob.media.0,0
119,72,1,alpha,4.5225706265635806
119,72,1,beta,701.7083152833891
119,72,1,prob.0,0
119,72,1,prob.media.0,0
119,72,2,alpha,4.542550262209323
119,72,2,beta,699.184334358579
119,72,2,prob.0,0
119,72,2,prob.media.0,0
119,72,3,alpha,4.635605373550522
119,72,3,beta,685.5654731802631
119,72,3,prob.0,0
119,72,3,prob.media.0,0
119,72,4,alpha,4.52799563290924
119,72,4,beta,698.3304120725486
119,72,4,prob.0,0
119,72,4,prob.media.0,0
119,72,5,alpha,4.550545150114443
119,72,5,beta,694.9265660145152
119,72,5,prob.0,0
119,72,5,prob.media.0,0
119,72,6,alpha,4.586948261099634
119,72,6,beta,690.323750426922
119,72,6,prob.0,0
119,72,6,prob.media.0,0
119,72,7,alpha,4.579585388524769
119,72,7,beta,683.6931147356518
119,72,7,prob.0,0
119,72,7,prob.media.0,0
119,72,8,alpha,4.585399137089112
119,72,8,beta,683.0257600549379
119,72,8,prob.0,0
119,72,8,prob.media.0,0
119,72,9,alpha,4.981440412311966
119,72,9,beta,629.7491359883443
119,72,9,prob.0,0
119,72,9,prob.media.0,0
119,72,10,alpha,5.087706950441127
119,72,10,beta,616.6517107505107
119,72,10,prob.0,0
119,72,10,prob.media.0,0
119,72,11,alpha,5.173301159903211
119,72,11,beta,607.2984873256846
119,72,11,prob.0,0
119,72,11,prob.media.0,0
119,72,12,alpha,5.12387644396077
119,72,12,beta,613.1427640298281
119,72,12,prob.0,0
119,72,12,prob.media.0,0
119,72,13,alpha,5.145464469567367
119,72,13,beta,610.9418301147903
119,72,13,prob.0,0
119,72,13,prob.media.0,0
119,72,14,alpha,5.092865858687034
119,72,14,beta,616.7007386239554
119,72,14,prob.0,0
119,72,14,prob.media.0,0
119,72,15,alpha,5.2310682132361634
119,72,15,beta,600.8325719970303
119,72,15,prob.0,0
119,72,15,prob.media.0,0
119,72,16,alpha,5.328219272032927
119,72,16,beta,589.9200945779374
119,72,16,prob.0,0
119,72,16,prob.media.0,0
119,72,17,alpha,5.397856808402794
119,72,17,beta,581.2446339821729
119,72,17,prob.0,0
119,72,17,prob.media.0,0
119,72,18,alpha,5.518431053903264
119,72,18,beta,568.1881033405217
119,72,18,prob.0,0
119,72,18,prob.media.0,0
119,72,19,alpha,5.508234381273732
119,72,19,beta,570.9009832113427
119,72,19,prob.0,0
119,72,19,prob.media.0,0
119,72,20,alpha,5.516643947384933
119,72,20,beta,569.8750646574713
119,72,20,prob.0,0
119,72,20,prob.media.0,0
119,72,21,alpha,5.86320862933969
119,72,21,beta,542.0616881612659
119,72,21,prob.0,0
119,72,21,prob.media.0,0
119,72,22,alpha,6.38891007636011
119,72,22,beta,497.410071029707
119,72,22,prob.0,0
119,72,22,prob.media.0,0
119,72,23,alpha,6.532559476427343
119,72,23,beta,486.47354917180576
119,72,23,prob.0,0
119,72,23,prob.media.0,0
119,72,24,alpha,6.525869064310463
119,72,24,beta,486.718605053504
119,72,24,prob.0,0
119,72,24,prob.media.0,0
119,72,25,alpha,6.630728916416712
119,72,25,beta,478.50345262084875
119,72,25,prob.0,0
119,72,25,prob.media.0,0
119,72,26,alpha,6.602941815954782
119,72,26,beta,480.3802982435807
119,72,26,prob.0,0
119,72,26,prob.media.0,0
119,72,27,alpha,6.634979166044436
119,72,27,beta,478.55512953687713
119,72,27,prob.0,0
119,72,27,prob.media.0,0
119,72,28,alpha,6.638547967242313
119,72,28,beta,479.98028653808626
119,72,28,prob.0,0
119,72,28,prob.media.0,0
119,72,29,alpha,6.606208084934334
119,72,29,beta,482.0533147458932
119,72,29,prob.0,0
119,72,29,prob.media.0,0
119,72,30,alpha,6.4976245253011875
119,72,30,beta,491.4709525588744
119,72,30,prob.0,0
119,72,30,prob.media.0,0
119,72,31,alpha,6.371872009992088
119,72,31,beta,502.69478796835256
119,72,31,prob.0,0
119,72,31,prob.media.0,0
119,72,32,alpha,6.343862359967739
119,72,32,beta,504.3482324458722
119,72,32,prob.0,0
119,72,32,prob.media.0,0
119,72,33,alpha,6.261958253509616
119,72,33,beta,512.915721274253
119,72,33,prob.0,0
119,72,33,prob.media.0,0
119,72,34,alpha,6.405887738326635
119,72,34,beta,504.2054243373592
119,72,34,prob.0,0
119,72,34,prob.media.0,0
119,72,35,alpha,6.536508111234349
119,72,35,beta,494.3143765794425
119,72,35,prob.0,0
119,72,35,prob.media.0,0
119,72,36,alpha,6.581137373198144
119,72,36,beta,491.1234701030667
119,72,36,prob.0,0
119,72,36,prob.media.0,0
119,72,37,alpha,6.407332990784571
119,72,37,beta,507.2579210986787
119,72,37,prob.0,0
119,72,37,prob.media.0,0
119,72,38,alpha,6.2887300915519235
119,72,38,beta,516.4932522230581
119,72,38,prob.0,0
119,72,38,prob.media.0,0
119,72,39,alpha,6.190583462694759
119,72,39,beta,525.8267112517835
119,72,39,prob.0,0
119,72,39,prob.media.0,0
119,72,40,alpha,6.200067739218225
119,72,40,beta,525.5086653336573
119,72,40,prob.0,0
119,72,40,prob.media.0,0
119,72,41,alpha,6.2621207566088675
119,72,41,beta,520.3076953169993
119,72,41,prob.0,0
119,72,41,prob.media.0,0
119,72,42,alpha,6.098549330822165
119,72,42,beta,534.5186277259929
119,72,42,prob.0,0
119,72,42,prob.media.0,0
119,72,43,alpha,5.942419707174645
